,coID,sales,inventory,strata_1,strata_2,strata_3
1417,9441,31541.78623,23208.00808,1,1,1
1418,7759,31541.78745,21495.36009,1,1,1
1419,6696,31553.64864,12696.01379,1,1,1
1420,8322,31554.00275,27698.90204,1,1,1
1421,6058,31555.77605,23411.93032,1,1,1
1422,6073,31577.98093,21662.98204,1,1,1
1423,9439,31583.49516,20416.99532,1,1,1
1424,7627,31585.8116,27952.71057,1,1,1
1425,8083,31590.27353,23236.99043,1,1,1
1426,7800,31598.29509,17302.40561,1,1,1
1427,3192,31602.14437,54376.28658,1,1,1
1428,6037,31605.9752,23899.05867,1,1,1
1429,9523,31609.28109,22940.77088,1,1,1
1430,5753,31624.74624,21950.66512,1,1,1
1431,6103,31626.62947,19152.74529,1,1,1
1432,8030,31630.3201,25005.54158,1,1,1
1433,7734,31631.97993,28002.24511,1,1,1
1434,3715,31637.82846,77919.17834,1,1,1
1435,5789,31656.3467,20385.67139,1,1,1
1436,6425,31657.04972,24333.50285,1,1,1
1437,6249,31664.94469,21917.15668,1,1,1
1438,4977,31665.09132,53286.32317,1,1,1
1439,9709,31672.26868,22845.35507,1,1,1
1440,4701,31680.91407,72936.76949,1,1,1
1441,7868,31698.55414,26619.59593,1,1,1
1442,5790,31705.92328,23561.45378,1,1,1
1443,5311,31709.88471,8509.841861,1,1,1
1444,7784,31713.65988,19333.36033,1,1,1
1445,3776,31714.96053,66064.93523,1,1,1
1446,4741,31722.76778,69973.62804,1,1,1
1447,5990,31724.29689,22368.59359,1,1,1
1448,7327,31729.80185,26117.35229,1,1,1
1449,6592,31730.86978,12064.48374,1,1,1
1450,6245,31746.74772,22802.25591,1,1,1
1451,8364,31754.69366,25902.58468,1,1,1
1452,7994,31755.39657,23902.49337,1,1,1
1453,7697,31756.07886,24087.6044,1,1,1
1454,2604,31764.90248,46038.03053,1,1,1
1455,6164,31795.37941,18796.19095,1,1,1
1456,9666,31797.2296,24329.692,1,1,1
1457,8112,31797.871,24983.81598,1,1,1
1458,7985,31808.79659,23968.99458,1,1,1
1459,5811,31814.32059,23052.13985,1,1,1
1460,5399,31815.59504,33784.04557,1,1,1
1461,9508,31818.16982,20639.07367,1,1,1
1462,442,31849.70539,364328.9057,1,1,1
1463,1330,31851.89414,70260.16966,1,1,1
1464,8152,31854.58558,23391.71231,1,1,1
1465,8153,31862.39554,27438.03664,1,1,1
1466,4689,31887.64553,69416.66905,1,1,1
1467,7600,31887.67768,22831.37865,1,1,1
1468,5940,31887.93684,22736.74946,1,1,1
1469,4713,31890.73499,42523.82662,1,1,1
1470,8411,31903.78588,27491.00178,1,1,1
1471,7299,31904.38032,25245.0362,1,1,1
1472,9534,31912.96891,26366.7126,1,1,1
1473,5778,31913.82862,17119.29287,1,1,1
1474,8453,31932.0397,30834.39008,1,1,1
1475,9697,31938.64593,21877.32638,1,1,1
1476,9455,31938.76836,25678.72686,1,1,1
1477,6370,31941.72116,18804.19545,1,1,1
1478,7637,31947.96875,23860.90822,1,1,1
1479,6659,31952.07724,12787.63715,1,1,1
1480,7834,31966.04763,27828.70895,1,1,1
1481,6655,31970.55769,10728.82689,1,1,1
1482,3735,31976.60698,75401.69494,1,1,1
1483,8418,31984.39534,25835.3483,1,1,1
1484,5895,31986.7864,23934.93501,1,1,1
1485,6310,31993.81878,20536.74262,1,1,1
1486,8535,31998.46733,19545.61283,1,1,1
1487,9614,32008.35354,25010.3682,1,1,1
1488,6375,32012.9142,26580.00962,1,1,1
1489,5724,32014.08548,24924.61472,1,1,1
1490,6585,32014.62388,21460.14602,1,1,1
1491,8268,32017.78161,22018.5632,1,1,1
1492,5877,32028.75553,21648.93334,1,1,1
1493,9695,32033.57174,22624.70842,1,1,1
1494,8160,32035.02198,19797.12209,1,1,1
1495,7562,32039.70149,26679.18011,1,1,1
1496,2351,32050.58039,199330.357,1,1,1
1497,8058,32058.44651,18987.51322,1,1,1
1498,7675,32073.74056,27510.844,1,1,1
1499,2826,32077.75428,119721.9913,1,1,1
1500,9526,32079.75445,24443.61275,1,1,1
1501,8137,32096.28072,19720.57714,1,1,1
1502,6181,32109.70592,18833.54552,1,1,1
1503,6025,32109.90414,24998.19361,1,1,1
1504,9593,32110.33935,17179.88749,1,1,1
1505,6548,32112.98766,18915.00342,1,1,1
1506,6264,32119.50496,23364.88872,1,1,1
1507,9703,32124.66537,25276.45711,1,1,1
1508,9672,32128.0993,21480.07751,1,1,1
1509,9599,32142.51224,22901.2772,1,1,1
1510,8143,32148.84315,23812.93988,1,1,1
1511,7785,32151.82149,20621.12199,1,1,1
1512,3973,32154.7376,72611.13805,1,1,1
1513,5770,32156.10206,21212.33585,1,1,1
1514,6797,32163.42084,21527.20253,1,1,1
1515,5710,32167.70174,59501.22784,1,1,1
1516,1365,32191.80072,99837.54623,1,1,1
1517,6317,32192.41376,24373.90995,1,1,1
1518,5322,32203.29895,53671.52001,1,1,1
1519,6321,32203.50378,23153.5024,1,1,1
1520,6128,32206.10516,22406.20013,1,1,1
1521,5992,32216.96837,24072.6019,1,1,1
1522,5829,32217.02723,21081.94504,1,1,1
1523,9740,32217.96794,23175.87219,1,1,1
1524,9662,32228.32068,18970.4835,1,1,1
1525,8062,32230.04889,21498.55461,1,1,1
1526,7610,32230.78903,21317.57388,1,1,1
1527,9458,32233.94513,24382.1427,1,1,1
1528,6033,32235.67623,22382.01057,1,1,1
1529,9612,32253.0576,24957.04114,1,1,1
1530,6169,32256.00511,24002.76849,1,1,1
1531,8211,32264.29309,23281.11941,1,1,1
1532,5974,32267.98648,22705.24395,1,1,1
1533,5846,32269.0293,22408.72191,1,1,1
1534,5744,32270.51658,22527.71344,1,1,1
1535,7896,32272.36634,21852.12406,1,1,1
1536,5831,32275.48615,26435.62737,1,1,1
1537,9490,32279.65823,24505.6666,1,1,1
1538,6090,32281.443,21467.80573,1,1,1
1539,6423,32287.26129,27051.25744,1,1,1
1540,9645,32290.71763,25950.74518,1,1,1
1541,8017,32298.70691,22140.07527,1,1,1
1542,6827,32304.43015,16478.96396,1,1,1
1543,7542,32305.89507,22601.2799,1,1,1
1544,5578,32308.72692,63388.05632,1,1,1
1545,7407,32314.44401,23844.62164,1,1,1
1546,5460,32325.76007,47793.37586,1,1,1
1547,7536,32326.27044,20579.17315,1,1,1
1548,8615,32353.56723,21835.9295,1,1,1
1549,6684,32359.12067,10472.20394,1,1,1
1550,9082,32365.32226,656.1716737,1,1,1
1551,9547,32370.5196,24043.81708,1,1,1
1552,4219,32379.2548,79219.29931,1,1,1
1553,6163,32387.99212,24430.1611,1,1,1
1554,5911,32390.90659,24734.53571,1,1,1
1555,5782,32393.16662,25189.57627,1,1,1
1556,9428,32397.15308,21859.63637,1,1,1
1557,6563,32407.11823,16864.05747,1,1,1
1558,7839,32407.91758,25793.1263,1,1,1
1559,6819,32408.71191,19177.90753,1,1,1
1560,8010,32411.18111,21045.55524,1,1,1
1561,9536,32416.86116,18492.76262,1,1,1
1562,6404,32418.5421,22156.82529,1,1,1
1563,6422,32431.27134,24472.57374,1,1,1
1564,6084,32433.62887,22551.75363,1,1,1
1565,9660,32439.33415,22820.52261,1,1,1
1566,9496,32441.74988,24396.36794,1,1,1
1567,9500,32449.97767,22611.12153,1,1,1
1568,6162,32463.02281,24898.2501,1,1,1
1569,7783,32465.69134,23333.77178,1,1,1
1570,6104,32466.22722,23938.53345,1,1,1
1571,7874,32466.3764,27710.48759,1,1,1
1572,7529,32469.29702,19287.11058,1,1,1
1573,6087,32471.21873,25154.54532,1,1,1
1574,5262,32479.71448,71663.59349,1,1,1
1575,5913,32495.16798,20039.56494,1,1,1
1576,5912,32496.79049,24487.81261,1,1,1
1577,4868,32500.90518,42059.3002,1,1,1
1578,8155,32503.08371,27007.03691,1,1,1
1579,5238,32506.62464,49964.65437,1,1,1
1580,6388,32507.28914,21659.50373,1,1,1
1581,6135,32507.65481,21866.19162,1,1,1
1582,8022,32516.20741,22553.36505,1,1,1
1583,9510,32521.87051,17788.12112,1,1,1
1584,7572,32529.5328,25629.49646,1,1,1
1585,9600,32530.55429,20933.64682,1,1,1
1586,4699,32555.56213,18446.02062,1,1,1
1587,8225,32557.34213,24579.64049,1,1,1
1588,7973,32561.71169,23539.19054,1,1,1
1589,7982,32571.92402,21965.24462,1,1,1
1590,8503,32572.30096,25686.12333,1,1,1
1591,6096,32573.56585,18603.63892,1,1,1
1592,7786,32578.88919,24785.30291,1,1,1
1593,4778,32593.82633,64146.09061,1,1,1
1594,6453,32606.61166,23370.27526,1,1,1
1595,5519,32607.30791,63938.53578,1,1,1
1596,6094,32607.76018,26093.42002,1,1,1
1597,6419,32615.48129,22505.1198,1,1,1
1598,7678,32617.98164,15250.58626,1,1,1
1599,9568,32618.09191,22367.38733,1,1,1
1600,7559,32635.79481,25703.61942,1,1,1
1601,6304,32636.02533,20815.88325,1,1,1
1602,8585,32649.18158,17998.84916,1,1,1
1603,7597,32649.63026,25626.01259,1,1,1
1604,6335,32651.26058,21870.97651,1,1,1
1605,8119,32655.92986,22988.04452,1,1,1
1606,6796,32669.25148,14995.03396,1,1,1
1607,5919,32677.28649,19613.1394,1,1,1
1608,9419,32679.52431,22095.03931,1,1,1
1609,5777,32688.02324,18131.70703,1,1,1
1610,9668,32690.76395,19256.41301,1,1,1
1611,2436,32693.81862,111367.9261,1,1,1
1612,7632,32695.40992,25445.85473,1,1,1
1613,9426,32699.59033,27567.83518,1,1,1
1614,6005,32700.75094,22273.41437,1,1,1
1615,5776,32713.90733,25452.39277,1,1,1
1616,8087,32720.56424,24417.74998,1,1,1
1617,9647,32721.78519,21171.16218,1,1,1
1618,6260,32729.53232,19213.95849,1,1,1
1619,2380,32731.62106,132093.1402,1,1,1
1620,9725,32735.44968,23068.44666,1,1,1
1621,6109,32738.87591,25204.17026,1,1,1
1622,6236,32745.73708,25225.72587,1,1,1
1623,8181,32756.97027,22887.13491,1,1,1
1624,8085,32759.74866,22027.74793,1,1,1
1625,9739,32765.52891,23827.24244,1,1,1
1626,7777,32772.21845,23108.9786,1,1,1
1627,9658,32778.06911,22043.70262,1,1,1
1628,5849,32778.72226,20130.79807,1,1,1
1629,6329,32822.48866,22679.41627,1,1,1
1630,8166,32825.51964,25337.23656,1,1,1
1631,6457,32835.50669,25432.66045,1,1,1
1632,5493,32841.89702,19809.75164,1,1,1
1633,7864,32848.86132,23492.99847,1,1,1
1634,7568,32849.9681,22045.04864,1,1,1
1635,8034,32854.79354,21246.82839,1,1,1
1636,7642,32860.80956,23857.69789,1,1,1
1637,5932,32862.48501,26254.08905,1,1,1
1638,4589,32862.84419,26212.4128,1,1,1
1639,7621,32862.95963,16843.43584,1,1,1
1640,9681,32879.26806,26468.27779,1,1,1
1641,9541,32882.58411,20687.32448,1,1,1
1642,6187,32889.4157,17290.0847,1,1,1
1643,6277,32894.55181,21631.52891,1,1,1
1644,1794,32898.54093,289899.0748,1,1,1
1645,8361,32899.92723,24561.86965,1,1,1
1646,7925,32903.89586,21339.15804,1,1,1
1647,4788,32907.22591,68750.53567,1,1,1
1648,9691,32924.33189,22752.267,1,1,1
1649,7574,32934.18404,21831.31056,1,1,1
1650,8476,32934.93288,30684.64499,1,1,1
1651,8024,32937.72966,24189.85178,1,1,1
1652,8067,32942.51114,22071.72349,1,1,1
1653,8075,32947.91286,25607.38188,1,1,1
1654,9605,32961.76291,23071.65069,1,1,1
1655,8095,32966.68877,21775.41705,1,1,1
1656,7965,32985.36762,21499.30981,1,1,1
1657,8229,32988.48711,25225.72258,1,1,1
1658,7287,33000.62997,24159.53909,1,1,1
1659,6108,33026.53842,17900.88079,1,1,1
1660,4973,33033.86563,51202.92594,1,1,1
1661,7763,33054.14053,24759.67541,1,1,1
1662,8047,33065.73576,22225.74842,1,1,1
1663,8439,33066.04436,26121.30431,1,1,1
1664,5903,33085.40236,22907.63044,1,1,1
1665,5924,33089.73273,27419.58937,1,1,1
1666,6802,33092.50838,19777.37605,1,1,1
1667,3145,33097.94754,161561.1939,1,1,1
1668,8469,33099.86683,14945.93289,1,1,1
1669,7554,33118.74952,19127.27427,1,1,1
1670,6367,33124.12194,25605.70036,1,1,1
1671,6281,33132.53529,23630.10107,1,1,1
1672,6538,33138.67477,21732.54894,1,1,1
1673,5957,33140.3972,23300.42736,1,1,1
1674,5931,33141.55118,26000.67622,1,1,1
1675,5893,33146.25499,22970.63533,1,1,1
1676,5955,33147.78901,20695.93063,1,1,1
1677,9524,33151.0218,21161.35441,1,1,1
1678,9552,33151.76062,23520.49408,1,1,1
1679,9749,33152.66375,19445.21927,1,1,1
1680,6312,33155.65912,21303.43641,1,1,1
1681,8027,33171.54057,23001.35351,1,1,1
1682,7884,33172.87416,13772.95733,1,1,1
1683,5591,33193.9282,35765.99112,1,1,1
1684,7413,33202.20158,21613.41648,1,1,1
1685,6598,33209.63287,21642.61318,1,1,1
1686,8000,33214.91052,21889.3179,1,1,1
1687,7853,33227.67638,22156.8677,1,1,1
1688,6539,33232.09178,8068.528906,1,1,1
1689,8105,33234.21759,23443.99178,1,1,1
1690,7502,33239.23556,27610.413,1,1,1
1691,9406,33241.51554,21586.60486,1,1,1
1692,8189,33257.66716,26020.19702,1,1,1
1693,6458,33257.86538,22172.57376,1,1,1
1694,7867,33260.08195,22123.82139,1,1,1
1695,6134,33263.94967,21723.02877,1,1,1
1696,6257,33269.02962,21831.35776,1,1,1
1697,2535,33271.81848,111008.5775,1,1,1
1698,8249,33279.28215,19985.60458,1,1,1
1699,5144,33281.47747,78373.42545,1,1,1
1700,5879,33291.34947,24012.612,1,1,1
1701,7370,33297.17712,22733.90833,1,1,1
1702,6004,33299.59286,24221.92516,1,1,1
1703,8035,33305.89855,25364.38709,1,1,1
1704,6688,33307.77993,12776.05477,1,1,1
1705,6064,33311.01684,23145.5524,1,1,1
1706,5961,33312.41813,23031.43691,1,1,1
1707,9464,33319.39113,26425.84041,1,1,1
1708,8218,33319.46293,22829.5333,1,1,1
1709,9486,33327.41887,21573.57618,1,1,1
1710,7801,33344.58144,21764.44065,1,1,1
1711,9487,33360.74599,22488.74976,1,1,1
1712,6402,33377.38483,23572.26162,1,1,1
1713,5929,33379.36332,19825.95325,1,1,1
1714,9468,33391.69158,24917.28856,1,1,1
1715,5812,33395.65427,22933.7896,1,1,1
1716,8456,33400.60423,25260.38039,1,1,1
1717,8149,33407.10417,19458.17055,1,1,1
1718,8090,33407.16295,20917.65298,1,1,1
1719,6155,33407.60278,21033.11333,1,1,1
1720,6060,33413.54053,24536.68918,1,1,1
1721,7904,33423.22162,19897.1128,1,1,1
1722,5902,33429.25722,22856.61794,1,1,1
1723,7685,33438.16075,21725.1765,1,1,1
1724,5962,33442.45669,23446.51222,1,1,1
1725,6167,33443.32311,23767.81956,1,1,1
1726,5659,33462.22447,53366.78822,1,1,1
1727,6276,33462.24093,22987.85424,1,1,1
1728,7440,33463.9341,23119.72552,1,1,1
1729,6708,33474.85373,20987.59208,1,1,1
1730,7964,33475.99287,23345.02027,1,1,1
1731,7726,33482.29588,22587.95411,1,1,1
1732,5796,33488.14071,21403.76722,1,1,1
1733,8596,33488.29099,21455.852,1,1,1
1734,6116,33493.59122,25798.73464,1,1,1
1735,7631,33498.25965,16176.6508,1,1,1
1736,2172,33507.5741,292219.8152,1,1,1
1737,7830,33531.80644,29024.82287,1,1,1
1738,9555,33539.59941,23308.85447,1,1,1
1739,7820,33547.44064,15256.54037,1,1,1
1740,2231,33552.3859,106063.2605,1,1,1
1741,8321,33552.68866,18138.64878,1,1,1
1742,5334,33552.77756,25608.44297,1,1,1
1743,6297,33563.16987,22560.48511,1,1,1
1744,6047,33566.42623,23461.43292,1,1,1
1745,7926,33570.31334,26979.09416,1,1,1
1746,9339,33575.8259,2320.827652,1,1,1
1747,9554,33582.15215,26534.40035,1,1,1
1748,9735,33583.17582,21977.48448,1,1,1
1749,9522,33585.95709,26894.9493,1,1,1
1750,6284,33591.85727,16725.48728,1,1,1
1751,7890,33594.40135,23336.13641,1,1,1
1752,7741,33597.59802,23175.9523,1,1,1
1753,7958,33609.17882,22336.8235,1,1,1
1754,5247,33614.22759,9933.579878,1,1,1
1755,8280,33615.46593,21240.93462,1,1,1
1756,8039,33615.62452,22113.81793,1,1,1
1757,5819,33623.26232,23949.17978,1,1,1
1758,7940,33626.04981,24278.02113,1,1,1
1759,6347,33630.08456,18567.83279,1,1,1
1760,8091,33634.64134,27476.06167,1,1,1
1761,5499,33651.20754,53509.25266,1,1,1
1762,8217,33651.60896,21441.57731,1,1,1
1763,4328,33654.97661,76158.15199,1,1,1
1764,9744,33659.72253,26108.1609,1,1,1
1765,5794,33664.1065,21206.88862,1,1,1
1766,8019,33674.4827,24631.5544,1,1,1
1767,8484,33675.20345,30907.18918,1,1,1
1768,1019,33677.42018,344845.6767,1,1,1
1769,6172,33678.03502,21975.54509,1,1,1
1770,8272,33681.80173,26845.64123,1,1,1
1771,5735,33692.18999,27619.52514,1,1,1
1772,7794,33696.94084,15734.61969,1,1,1
1773,9731,33697.03309,26022.12711,1,1,1
1774,2931,33700.80793,74909.28053,1,1,1
1775,6263,33701.8993,24410.45757,1,1,1
1776,5881,33707.21014,22411.86362,1,1,1
1777,9447,33710.10311,24822.48594,1,1,1
1778,9529,33718.80611,25719.21871,1,1,1
1779,8111,33721.80777,19829.22517,1,1,1
1780,5756,33734.40246,22735.25864,1,1,1
1781,9495,33736.85287,23277.13184,1,1,1
1782,8109,33737.76456,23508.76424,1,1,1
1783,8292,33739.45851,23995.58122,1,1,1
1784,7648,33740.31188,22068.0172,1,1,1
1785,6243,33741.20792,23118.45174,1,1,1
1786,5810,33748.45138,21032.67734,1,1,1
1787,6139,33749.49167,22464.01129,1,1,1
1788,9590,33749.90434,24747.24045,1,1,1
1789,9655,33751.68998,20828.58148,1,1,1
1790,8900,33754.36351,29148.13339,1,1,1
1791,8619,33757.21501,28983.7483,1,1,1
1792,9761,33773.8413,19863.8331,1,1,1
1793,8122,33776.79907,22834.80873,1,1,1
1794,6147,33779.66132,22415.38088,1,1,1
1795,9724,33781.06398,25166.92881,1,1,1
1796,8151,33781.54628,21287.34663,1,1,1
1797,8198,33782.7087,28403.70644,1,1,1
1798,3420,33785.23103,82107.24313,1,1,1
1799,6151,33791.42718,22745.83322,1,1,1
1800,5773,33802.56914,23400.58103,1,1,1
1801,5909,33804.07806,25361.54903,1,1,1
1802,5947,33809.36374,25026.49095,1,1,1
1803,6002,33813.70455,22604.71349,1,1,1
1804,6384,33825.27039,27365.20482,1,1,1
1805,8238,33849.66317,23235.85855,1,1,1
1806,7987,33849.72443,21283.55924,1,1,1
1807,7539,33850.01584,25108.45179,1,1,1
1808,7951,33865.02857,21150.73408,1,1,1
1809,4898,33866.73036,54618.86223,1,1,1
1810,7543,33869.8701,18426.688,1,1,1
1811,6230,33871.14704,25516.11279,1,1,1
1812,3384,33878.87245,144446.6405,1,1,1
1813,9659,33879.88984,18732.79592,1,1,1
1814,8353,33888.75326,24265.33457,1,1,1
1815,7684,33889.45494,23551.42014,1,1,1
1816,7725,33892.19974,23853.98612,1,1,1
1817,4642,33893.03943,42586.5511,1,1,1
1818,7995,33894.46705,28227.56179,1,1,1
1819,9578,33904.12292,26225.27007,1,1,1
1820,4202,33909.75068,75448.84029,1,1,1
1821,6717,33918.98285,12827.56375,1,1,1
1822,7647,33931.84178,20508.30065,1,1,1
1823,6029,33934.08295,24865.17198,1,1,1
1824,6820,33938.53593,20190.42074,1,1,1
1825,8114,33939.28378,25381.70819,1,1,1
1826,6785,33940.30419,8202.514351,1,1,1
1827,5973,33957.3293,26848.85147,1,1,1
1828,8195,33966.06891,24157.19776,1,1,1
1829,8445,33966.64681,27717.65239,1,1,1
1830,6091,33967.93501,20969.49947,1,1,1
1831,6579,33980.46657,11793.03638,1,1,1
1832,5742,33988.10462,24477.10704,1,1,1
1833,2649,33993.02517,79805.12698,1,1,1
1834,9738,33997.70755,24531.8318,1,1,1
1835,6192,34021.18862,19818.10477,1,1,1
1836,7723,34022.69183,20052.63769,1,1,1
1837,9702,34023.53351,23535.84858,1,1,1
1838,6302,34039.39535,23593.33311,1,1,1
1839,6838,34040.18125,18489.36538,1,1,1
1840,5098,34045.91953,10123.53768,1,1,1
1841,5570,34059.21078,26079.74645,1,1,1
1842,6028,34067.3214,24301.54262,1,1,1
1843,8120,34070.23567,19083.21862,1,1,1
1844,6700,34077.97591,22114.42021,1,1,1
1845,8223,34083.40065,20833.13295,1,1,1
1846,9533,34083.69234,24001.70693,1,1,1
1847,7771,34094.39708,26952.61761,1,1,1
1848,8525,34095.39243,25681.03251,1,1,1
1849,6681,34095.94534,17553.93264,1,1,1
1850,8205,34106.18785,25425.13724,1,1,1
1851,5218,34112.88739,62017.58946,1,1,1
1852,6032,34113.95376,23272.71539,1,1,1
1853,6313,34116.93531,24261.18273,1,1,1
1854,9556,34124.15306,22982.91672,1,1,1
1855,9615,34133.84897,24776.71366,1,1,1
1856,7595,34137.57185,24608.60089,1,1,1
1857,4768,34142.01078,41478.72962,1,1,1
1858,6512,34143.11866,10397.14634,1,1,1
1859,7842,34148.85641,24148.22012,1,1,1
1860,8134,34148.90393,25818.45964,1,1,1
1861,3024,34154.52882,15141.89894,1,1,1
1862,6385,34154.8158,24493.73533,1,1,1
1863,8015,34158.15708,24607.92415,1,1,1
1864,7990,34160.18815,22870.32939,1,1,1
1865,8583,34168.13474,25478.0308,1,1,1
1866,8045,34175.49018,23259.01889,1,1,1
1867,8256,34179.0581,24760.84738,1,1,1
1868,6171,34182.68561,20951.24404,1,1,1
1869,9438,34187.52866,22160.9728,1,1,1
1870,8487,34195.78467,21451.18089,1,1,1
1871,7935,34204.71557,20336.63245,1,1,1
1872,9530,34222.32763,23478.98217,1,1,1
1873,6013,34230.62406,24517.90134,1,1,1
1874,2834,34233.96012,132171.0905,1,1,1
1875,7749,34237.79234,14705.8521,1,1,1
1876,9440,34244.30224,27259.11622,1,1,1
1877,6383,34245.19347,19364.13543,1,1,1
1878,6498,34250.77456,18435.72238,1,1,1
1879,6259,34254.72657,20187.49836,1,1,1
1880,6777,34257.31712,16157.09775,1,1,1
1881,6398,34257.55123,24197.66995,1,1,1
1882,9459,34260.93197,23665.88516,1,1,1
1883,6274,34265.49478,22820.21088,1,1,1
1884,9648,34278.14159,20391.88747,1,1,1
1885,7865,34290.98294,16391.34084,1,1,1
1886,8142,34297.30024,26351.07087,1,1,1
1887,6373,34302.41964,26255.03847,1,1,1
1888,6541,34307.2888,20454.9144,1,1,1
1889,7712,34310.12048,28596.30641,1,1,1
1890,5795,34316.09615,21455.61698,1,1,1
1891,7879,34324.98874,15240.51261,1,1,1
1892,7812,34325.48587,20610.23343,1,1,1
1893,9469,34330.14097,26692.93346,1,1,1
1894,8203,34330.59057,28887.30018,1,1,1
1895,8073,34332.22819,28200.47975,1,1,1
1896,6987,34332.94253,29183.88812,1,1,1
1897,3269,34338.85751,11571.70094,1,1,1
1898,5952,34343.46982,22294.65333,1,1,1
1899,7546,34356.54788,20818.06163,1,1,1
1900,9634,34360.13783,20779.97932,1,1,1
1901,5983,34361.10151,21759.08036,1,1,1
1902,8080,34379.56968,24258.61932,1,1,1
1903,7551,34390.01106,17480.29898,1,1,1
1904,6287,34397.43134,26000.50452,1,1,1
1905,7898,34399.06771,21185.88524,1,1,1
1906,5884,34400.30091,27523.06145,1,1,1
1907,6115,34409.01409,18565.80265,1,1,1
1908,7064,34420.19631,30095.77291,1,1,1
1909,8145,34424.53727,26359.71148,1,1,1
1910,7810,34426.45617,23020.22111,1,1,1
1911,8955,34427.36742,29148.49748,1,1,1
1912,8171,34434.90899,23291.26994,1,1,1
1913,5953,34435.29841,23480.27173,1,1,1
1914,5917,34437.24509,24599.26198,1,1,1
1915,7371,34440.32776,24822.42605,1,1,1
1916,4710,34446.03582,21596.04814,1,1,1
1917,7557,34453.23425,22500.06252,1,1,1
1918,2189,34453.38209,172603.4561,1,1,1
1919,8089,34461.94298,25165.61358,1,1,1
1920,9549,34462.67654,22320.63564,1,1,1
1921,8066,34464.04141,23429.48157,1,1,1
1922,8140,34467.1514,25964.32483,1,1,1
1923,6137,34469.50982,22546.46293,1,1,1
1924,7548,34476.67403,23585.32585,1,1,1
1925,5948,34483.83728,24878.59057,1,1,1
1926,8193,34483.95611,25280.72564,1,1,1
1927,7590,34485.74749,22167.00276,1,1,1
1928,8967,34491.83515,27947.80624,1,1,1
1929,6286,34495.95019,25128.03019,1,1,1
1930,1848,34499.51589,312258.9356,1,1,1
1931,8625,34503.34896,17902.77145,1,1,1
1932,8042,34505.50011,27983.43814,1,1,1
1933,8246,34506.6935,28121.5782,1,1,1
1934,6105,34508.83872,24295.69773,1,1,1
1935,6432,34511.0802,22696.65035,1,1,1
1936,6296,34517.86635,24333.56607,1,1,1
1937,7713,34520.12056,18985.26571,1,1,1
1938,3280,34522.87522,132617.9638,1,1,1
1939,6142,34523.38397,23501.09231,1,1,1
1940,6452,34525.62658,21086.45766,1,1,1
1941,6376,34527.66491,27578.90021,1,1,1
1942,6031,34529.76183,23435.27395,1,1,1
1943,5944,34532.04785,23088.88852,1,1,1
1944,7549,34533.1731,30136.99412,1,1,1
1945,8191,34534.11483,22748.96123,1,1,1
1946,7790,34535.29866,17088.85396,1,1,1
1947,9754,34537.774,25373.82271,1,1,1
1948,8867,34549.18252,30014.64271,1,1,1
1949,8141,34562.88639,25582.52821,1,1,1
1950,7886,34570.42678,19251.51971,1,1,1
1951,8781,34571.81222,33631.37825,1,1,1
1952,6298,34583.00092,23210.00027,1,1,1
1953,6289,34586.26884,25164.55395,1,1,1
1954,8226,34591.05822,20103.06492,1,1,1
1955,6197,34597.14225,18368.30429,1,1,1
1956,2179,34597.8813,110891.556,1,1,1
1957,4916,34600.87726,15886.92323,1,1,1
1958,5079,34606.43552,57714.02691,1,1,1
1959,7532,34608.46155,25685.56256,1,1,1
1960,8165,34610.20017,24453.20769,1,1,1
1961,8508,34616.32172,26494.18965,1,1,1
1962,5035,34619.80453,28291.95383,1,1,1
1963,7667,34628.25839,24652.74413,1,1,1
1964,7984,34637.24501,20347.38593,1,1,1
1965,7646,34642.25566,23798.65998,1,1,1
1966,7609,34644.53411,24515.26025,1,1,1
1967,7798,34654.37987,25505.5523,1,1,1
1968,7768,34660.28617,18554.73186,1,1,1
1969,7970,34663.5058,21501.6864,1,1,1
1970,9753,34667.97008,25822.8059,1,1,1
1971,4942,34674.74701,66427.21273,1,1,1
1972,4929,34675.25851,68838.88495,1,1,1
1973,5757,34707.82362,26906.6627,1,1,1
1974,6150,34710.71725,24693.31874,1,1,1
1975,6643,34718.018,26713.98505,1,1,1
1976,9271,34719.85655,6504.826003,1,1,1
1977,6188,34723.97251,25987.27403,1,1,1
1978,8070,34725.89014,21127.20216,1,1,1
1979,8099,34750.74036,22778.88182,1,1,1
1980,8219,34751.74913,23885.52815,1,1,1
1981,6840,34752.85296,32545.5983,1,1,1
1982,7841,34753.78919,23320.23833,1,1,1
1983,8038,34756.54611,18919.98933,1,1,1
1984,8797,34757.39152,29958.47034,1,1,1
1985,7169,34760.09874,29109.80944,1,1,1
1986,7779,34764.31038,28247.21189,1,1,1
1987,6445,34768.49684,18991.76273,1,1,1
1988,7718,34773.60618,25144.23024,1,1,1
1989,6873,34775.62087,27338.11711,1,1,1
1990,8688,34785.69479,29378.25059,1,1,1
1991,7104,34786.82981,30382.60896,1,1,1
1992,6354,34801.1105,22554.34206,1,1,1
1993,7918,34818.0139,16988.3724,1,1,1
1994,6795,34824.74364,15994.43133,1,1,1
1995,9596,34825.74293,20850.63344,1,1,1
1996,7803,34831.53511,23740.29064,1,1,1
1997,8088,34834.815,27939.88505,1,1,1
1998,6210,34838.46354,22603.21178,1,1,1
